1227,101,I ____ see the moon from my window.,multiple_choice,"[""could"",""cold""]",could,0.2,phonics,NULL,NULL,1,2026-03-06 00:06:26.993
1228,101,Please turn on the ____ so we can see.,multiple_choice,"[""right"",""light""]",light,0.2,phonics,NULL,NULL,1,2026-03-06 00:06:26.993
1229,101,You should ____ wash your hands.,multiple_choice,"[""always"",""away""]",always,0.2,phonics,NULL,NULL,1,2026-03-06 00:06:26.993
1230,101,We ran ____ the playground.,multiple_choice,"[""around"",""about""]",around,0.2,phonics,NULL,NULL,1,2026-03-06 00:06:26.993
1231,101,The sun is ____ today.,multiple_choice,"[""bright"",""bring""]",bright,0.3,phonics,NULL,NULL,1,2026-03-06 00:06:26.993
1232,101,Which word ends with two consonants? (CVCC pattern),multiple_choice,"[""Cat"",""Lamp""]",Lamp,0.3,phonics,NULL,NULL,1,2026-03-06 00:06:26.993
1233,101,Which word is a CVCC word?,multiple_choice,"[""Best"",""Blue""]",Best,0.3,phonics,NULL,NULL,1,2026-03-06 00:06:26.993
1234,101,"Choose the correct ending for ""Ma__""",multiple_choice,"[""sk"",""oo""]",sk,0.4,phonics,NULL,NULL,1,2026-03-06 00:06:26.993
1235,101,Which word fits the CVCC pattern?,multiple_choice,"[""See"",""Pink""]",Pink,0.4,phonics,NULL,NULL,1,2026-03-06 00:06:26.993
1236,101,"Identify the CVCC word in this sentence: ""The sand is warm.""",multiple_choice,"[""sand"",""warm""]",sand,0.4,phonics,NULL,NULL,1,2026-03-06 00:06:26.993
1237,102,Which word starts with a consonant blend?,multiple_choice,"[""Apple"",""Frog""]",Frog,0.3,phonics,NULL,NULL,1,2026-03-06 00:06:27.000
1238,102,"Fill in the blank: ""The ___ar is in the sky.""",multiple_choice,"[""St"",""Pl""]",St,0.3,phonics,NULL,NULL,1,2026-03-06 00:06:27.000
1239,102,Which word is CCVC?,multiple_choice,"[""Drum"",""Red""]",Drum,0.3,phonics,NULL,NULL,1,2026-03-06 00:06:27.000
1240,102,Choose the word that starts like Clap:,multiple_choice,"[""Clip"",""Cap""]",Clip,0.3,phonics,NULL,NULL,1,2026-03-06 00:06:27.000
1241,102,What is the cluster in the word ST-O-P?,multiple_choice,"[""ST"",""OP""]",ST,0.3,phonics,NULL,NULL,1,2026-03-06 00:06:27.000
1242,102,"Which word has a ""boiling"" vowel sound (diphthong)?",multiple_choice,"[""Coin"",""Cone""]",Coin,0.4,phonics,NULL,NULL,1,2026-03-06 00:06:27.000
1243,102,Pick the CCVC word:,multiple_choice,"[""Spot"",""Pots""]",Spot,0.4,phonics,NULL,NULL,1,2026-03-06 00:06:27.000
1244,102,"Which word starts with ""Gr""?",multiple_choice,"[""Grab"",""Bag""]",Grab,0.3,phonics,NULL,NULL,1,2026-03-06 00:06:27.000
1245,102,Choose the correct CCVC word for a heavy object:,multiple_choice,"[""Rock"",""Brick""]",Brick,0.5,phonics,NULL,NULL,1,2026-03-06 00:06:27.000
1246,102,Which word rhymes with Trip?,multiple_choice,"[""Skip"",""Tip""]",Skip,0.4,phonics,NULL,NULL,1,2026-03-06 00:06:27.000
1247,103,"In the word Rabbit, where do we split the syllables?",multiple_choice,"[""Ra-bbit"",""Rab-bit""]",Rab-bit,0.4,phonics,NULL,NULL,1,2026-03-06 00:06:27.007
1248,103,Is Robot a VCV or VCCV word?,multiple_choice,"[""VCV"",""VCCV""]",VCV,0.4,phonics,NULL,NULL,1,2026-03-06 00:06:27.007
1249,103,Which word follows the VCCV pattern?,multiple_choice,"[""Kitten"",""Tiger""]",Kitten,0.4,phonics,NULL,NULL,1,2026-03-06 00:06:27.007
1250,103,Choose the VCV word:,multiple_choice,"[""Music"",""Basket""]",Music,0.4,phonics,NULL,NULL,1,2026-03-06 00:06:27.007
1251,103,The word Muffin is:,multiple_choice,"[""VCV"",""VCCV""]",VCCV,0.4,phonics,NULL,NULL,1,2026-03-06 00:06:27.007
1252,103,"Which word has a long ""o"" sound in a VCV pattern?",multiple_choice,"[""Open"",""Often""]",Open,0.5,phonics,NULL,NULL,1,2026-03-06 00:06:27.007
1253,103,Divide the word Napkin:,multiple_choice,"[""Nap-kin"",""Na-pkin""]",Nap-kin,0.5,phonics,NULL,NULL,1,2026-03-06 00:06:27.007
1254,103,Which word is a VCV pattern?,multiple_choice,"[""Paper"",""Pepper""]",Paper,0.4,phonics,NULL,NULL,1,2026-03-06 00:06:27.007
1255,103,Fill in the missing VCCV letters for a small dog: Pu__y,multiple_choice,"[""pp"",""b""]",pp,0.5,phonics,NULL,NULL,1,2026-03-06 00:06:27.007
1256,103,Which word fits the VCV pattern?,multiple_choice,"[""Seven"",""Summer""]",Seven,0.5,phonics,NULL,NULL,1,2026-03-06 00:06:27.007
1257,104,Please ________ your hands before eating.,fill_blank,"[""clean"",""carry"",""drink"",""full"",""small""]",clean,0.2,phonics,NULL,NULL,1,2026-03-06 00:06:27.013
1258,104,I can ________ my own school bag.,fill_blank,"[""clean"",""carry"",""drink"",""full"",""small""]",carry,0.2,phonics,NULL,NULL,1,2026-03-06 00:06:27.013
1259,104,The glass is ________ of fresh milk.,fill_blank,"[""clean"",""carry"",""drink"",""full"",""small""]",full,0.2,phonics,NULL,NULL,1,2026-03-06 00:06:27.013
1260,104,The ________ kitten is sleeping under the tree.,fill_blank,"[""clean"",""carry"",""drink"",""full"",""small""]",small,0.2,phonics,NULL,NULL,1,2026-03-06 00:06:27.013
1261,104,We should ________ plenty of water every day.,fill_blank,"[""clean"",""carry"",""drink"",""full"",""small""]",drink,0.2,phonics,NULL,NULL,1,2026-03-06 00:06:27.013
1262,104,Choose the correctly spelled word for the number after seven:,multiple_choice,"[""eight"",""eyght""]",eight,0.3,phonics,NULL,NULL,1,2026-03-06 00:06:27.013
1263,104,Choose the correctly spelled word: The sun is very _____.,multiple_choice,"[""bright"",""brite""]",bright,0.3,phonics,NULL,NULL,1,2026-03-06 00:06:27.013
1264,104,Choose the correctly spelled word: Please _____ the dishes.,multiple_choice,"[""wash"",""wush""]",wash,0.3,phonics,NULL,NULL,1,2026-03-06 00:06:27.013
1265,104,Choose the correctly spelled word: _____ are my favorite shoes.,multiple_choice,"[""those"",""thos""]",those,0.3,phonics,NULL,NULL,1,2026-03-06 00:06:27.013
1266,104,Choose the correctly spelled word: Plants _____ in the garden.,multiple_choice,"[""grow"",""gro""]",grow,0.3,phonics,NULL,NULL,1,2026-03-06 00:06:27.013
1267,105,Which word follows the VCV pattern?,multiple_choice,"[""Apple"",""Music""]",Music,0.4,phonics,NULL,NULL,1,2026-03-06 00:06:27.020
1268,105,How do you divide the word PILOT?,multiple_choice,"[""Pi-lot"",""Pil-ot""]",Pi-lot,0.4,phonics,NULL,NULL,1,2026-03-06 00:06:27.020
1269,105,"In the word ROBOT, the first vowel 'O' sounds:",multiple_choice,"[""Short"",""Long""]",Long,0.4,phonics,NULL,NULL,1,2026-03-06 00:06:27.020
1270,105,Choose the VCV word that is a fruit:,multiple_choice,"[""Melon"",""Cherry""]",Melon,0.4,phonics,NULL,NULL,1,2026-03-06 00:06:27.020
1271,105,Divide the word SILENT:,multiple_choice,"[""Si-lent"",""Sil-ent""]",Si-lent,0.5,phonics,NULL,NULL,1,2026-03-06 00:06:27.020
1272,105,Which word is a VCV word?,multiple_choice,"[""Tulip"",""Button""]",Tulip,0.5,phonics,NULL,NULL,1,2026-03-06 00:06:27.020
1273,105,What is the first syllable of BABY?,multiple_choice,"[""Ba"",""Bab""]",Ba,0.4,phonics,NULL,NULL,1,2026-03-06 00:06:27.020
